text,label
"Есть в Akai Katana и свои недостатки: Cave вновь вернулись к спрайтовой графике, что можно считать шагом назад по сравнению с векторным Deathsmiles. Музыка стала куда скучнее и однообразнее, напоминая сопровождение игр для NES. В игре пропал очень важный режим тренировки с боссами, что сильно усложняет жизнь любителям харкдорного режима. При всем выше сказанном, пули летят в разы активнее, боссы отличаются пафосом и злобностью, а количество и агрессивность врагов заставляет устыдиться ту же Sine Mora. И главное - не меняется подход к геймплею – вам все также предстоит оберегать точку-кокпит от разноцветного урагана из вражеских снарядов. 
В остальном Akai Katana – это серьезный шаг к созданию почти совершенного bullet hell проекта с комбинированной тактикой и несколькими уровнями мотиваций для разных категорий игроков.",2
"Pode - это неплохая, но ни на что не претендующая кооперативная адвенчура, в которую позитивно играть как вместе с другом перед одним экраном, так и в одиночку, решая по несколько загадок в день. Если вы поклонник жанра, то попробовать стоит, а остальные могут смело проходить мимо.",1
"Разработчики из Omega Force смогли сделать шаг вперед и решить часть проблем, кочевавших из одной игры в другую, а также добавить несколько интересных нововведений. И хотя Samurai Warriors 4 не поменяет ваше представление о серии, это определенно лучшая игра Musou, которая должна порадовать поклонников и тех, кто только хочет приобщиться.",1
"The Suicide of Rachel Foster – это красивое многообещающее вступление и тягучая бессмысленная история с запускаемой по скриптам минимальной интерактивностью, притянутой за уши мистикой и разочаровывающей развязкой. Все, что может подсластить провал, – это графика, но и здесь не обходится без недостатков. Если вы любите хорошие и глубокие детективные приключения, то ваша обожающая кровь и ужасы принцесса точно живет в другом замке.",0
"Одиночная кампания Battlefield Hardline – это настолько беспомощная игра, что становится грустно от впустую потраченного времени – как своего, так и разработчиков. Картонные перестрелки, казуальный стелс, устаревшая графика и бредовый сюжет вытягивают сразу несколько очень запоминающихся моментов, чего не было раньше в серии, но в целом это и близко не тот уровень, который мы ждем от проекта ААА класса.
P.S. Отдельный обзор на мультиплеерную часть Battlefield Hardline ожидайте в ближайшее время.",1
"Injustice 2 - пример отличного AAA-блокбастера в жанре файтинг с подробной проработкой многочисленных режимов. Здесь есть всё, чтобы развлечься самому или в компании друзей. Великолепная графика и интересная сюжетная кампания порадуют фанатов DC. Любители настройки будут часами создавать своих персонажей благодаря ролевым элементам. А те, кто серьезно подходит к жанру и жаждет соревнований, смогут насладиться честными PvP-битвами в онлайне или турнирном режиме.",2
"Там, где Brothers: A Tale of Two Sons дарила незабываемые эмоции, A Way Out попросту разочаровывает. Интересные механики для совместной игры, несколько красивых погонь с плавной работой камеры, правильно расставленные чекпоинты и потрясающая по меркам инди-студий графика не могут полностью вытянуть бредовый сценарий и глупых персонажей. Тем не менее, разработчиков можно похвалить хотя бы за смелое решение по части доступности кооператива - без необходимости покупать вторую копию. Остается верить, что кто-то подхватит интересный концепт и добавит к этому действительно сильную историю.",1
"Mass Effect: Andromeda требует активных инвестиций времени для изучения множества записей, посещения архивов, сотен диалогов и выполнения не меньшего количества заданий. У игры множество заметных недостатков, включая странную анимацию, страшненьких персонажей, логически незавершенные квесты и многочисленные мелкие недоработки. Но при этом игра предлагает интересный основной сюжет, приятную ролевую систему и огромный мир, где можно исследовать разнообразные планеты, решать головоломки, сражаться с гигантскими монстрами, раскрывать тайны вселенной и участвовать в колонизации дальнего космоса. Конечно, это не тот Mass Effect, который надеялись получить фанаты, но очень большая и интересная игра, которая заметно расширяет знакомую вселенную.",1
"Несмотря на это, Lords of the Fallen, даже при достаточно сумбурной истории, плохой навигации, не самых удачных сайд-квестах и общей легкости может доставлять наслаждение от интересных поединков с боссами и планомерной зачистки подземелий. А этого более чем достаточно для поклонников жанра в ожидании скоро выхода Bloodborne.",1
"Конечно, можно получить массу специфического удовольствия, набивая очки в одиночных режимах, но после появления на свет Resogun, который в разы разнообразнее, с лучшей графикой, интересными боссами и хорошей сложностью, у данного переиздания нет никаких шансов. Нельзя перепаковывать одну и ту же игру на протяжении восьми лет и забыть, что прогресс не стоит на месте. Super Stardust Ultra проигрывает ранее бесплатному Resogun по всем параметрам и это звучит как финальный приговор.",1
"Определенно, это одна из лучших бесплатных игр и очень оригинальная ММО в целом. Суперкачественный, и что самое приятное – практически отечественный проект. Просто праздник души.
PS: А вы знали, что игра World of Tanks не является ремейком танчиков на Зилитоне?",2
"Dragon’s Crown Pro – отличное переиздание великолепной игры. Поддержка высокого разрешения, обновленная музыка и правильное использование сенсорной панели на DualShock 4 позволяет в полной мере насладится увлекательным боевиком, совмещающим в себе механики Golden Axe и Diablo. Если вы устали ждать от SEGA продолжения бессмертной классики или просто любите красивые 2D-игры, то пропускать Dragon’s Crown Pro ни в коем случае не рекомендуется. Прокачка вместе с разнообразием персонажей способны затянуть надолго, особенно если вы не играли в оригинальный проект на PS3 или PSVITA.",2
"Разработчики слегка улучшили графику, поэтому в отличие от порта FFVII, на Final Fantasy VIII Remastered можно смотреть без слез. К сожалению, анимация и фоны остались такими же как в оригинале и кажутся сильно устаревшими. В остальном перед нами все та же игра, способная увлечь на десятки часов интересной историей, классической механикой и подходом к развитию навыков. Особенно, если играть на небольшом экране Nintendo Switch, который сглаживает большинство шероховатостей.",2
"С Watch Dogs 2 серия окончательно отворачивается от мрачной киберпанк стилистики и предлагает яркую песочницу о модных хипстерах. Если вас не смущает радуга, тупой ИИ и шизофреничные диалоги, то, возможно, вас затянет приятная интеграция стелс-элементов, хакинг, гаджеты, неплохие миссии и мир, в котором есть, чем заняться, даже несмотря на общий низкий уровень сложности и довольно неровную графику. В таком случае можно накинуть игре один дополнительный балл к итоговой оценке.",1
"Но это не значит, что TowerFall: Ascension простая игра - каждый новый этап приносит массу сюрпризов и, если учесть наличие паттернов, то многое роднит этот проект с Dark Souls, где смерть является главным опытом, а запоминание ключевых механик остается основой успешного игрового процесса. И потеря концентрации здесь также смертельна. Прибавьте к этому сложные трофеи (для бронзы необходимо сыграть 20000 раундов в Versus) и вы получите одну из самых вызывающих игр этого года. Единственное, что огорчает: отсутствие глобального многопользовательского режима, мелкие огрехи, однотипность музыки и небольшое количество самих уровней. Но это уже скорее всего проблема маленького бюджета у единственного программиста проекта.",2
"Кроме странного решения по части искусственного интеллекта зараженных, непонятным моментом остается название самого дополнения, которое никак не связано с сюжетом. Да и кульминация истории осталась за кадром, хотя ее ждешь на протяжении всех трех часов, которые занимает прохождение DLC.
Несмотря на вышеуказанные недостатки, Left Behind проходится на одном дыхании и должно порадовать всех поклонников The Last of Us, мечтающих побыть с любимыми героями еще немного.",2
"С Dynasty Warriors 9 серия была ощутимо переработана в угоду открытому миру и наконец-то шагнула вперед. Это позволило освежить застоявшиеся со времен PlayStation 2 игровые механики. Исследование локаций, скрытые вылазки в стан врага и различные побочные задания хоть и не лишены условностей, но придают игре необходимого разнообразия и увлекательности. К сожалению, графическое исполнение и баги портят общее впечатление от интересного проекта. Остается надеяться, что в следующий раз компания сможет уделить больше времени оптимизации графического движка и привлечет к работе квалифицированных художников.",1
"За красивой оберткой и достойными специальными эффектами Shadow Warrior 2 скрывается скучная и лишенная интересных идей вторичная пустышка. Возможно, к следующей игре Flying Wild Hog учтут и исправят многочисленные сюжетные недостатки, и мы получим нечто большее, чем модный бенчмарк или десятиминутный убийца времени после трудного рабочего дня.",1
"Удавшиеся стороны игры – это миссии MI-6 и мультиплеер, которые вытягивают проект. Уставшие от карнавала в современных Call of Duty могут встретить неслабый челлендж в онлайне новой игры о Бонде, где решает только ваш скилл, но плохо оптимизированное управление и малое количество игроков однозначно подпортит впечатление и от этого аспекта игры. Кампания может понравиться, но со временем разочарует однообразием и кривизной бессвязного набора не самых лучших моментов из фильмов серии, а последней части Skyfall посвящено всего одно коротенькое задание. Более избирательным поклонникам похождений шпиона Якова Бонда следует дождаться лучших времен, когда серия сменит разработчика и появится призрачная надежда на выход игры уровня Golden Eye с Nintendo 64.",0
"Disaster Report 4: Summer Memories - это выстраданный проект, который захватывает ваше внимание благодаря интересным персонажам, отсутствию рамок в подаче истории и иногда слишком жестоким сценам, хорошо прописанным ситуациям во время глобальной катастрофы и интересному игровому процессу. Ну а графику и баги можно перетерпеть. Тем более подобные проекты большая редкость.",1
"Ryse: Son of Rome – в целом неплохая игра, которая выделяется за счет хорошей постановки и невероятно красивой графики. После нее болезненно возвращаться к играм на Xbox 360 и PS3. Тем не менее, новому проекту Crytek сильно не хватает глубины, разнообразия, действительно интересных боссов и логичного завершения истории. Если вы хотите посмотреть на Next Gen графику и позитивно относитесь к слэшерам, то Ryse: Son of Rome - отличный вариант. Все остальные могут проходить мимо.",1
"Поначалу Get Even захватывает ваше внимание, но через некоторое время вы понимаете, что перед вами лишь имитация качественного продукта с абсолютно лишней стрельбой, затянутой историей и блеклыми персонажами. А это для интеллектуального психологического триллера просто чудовищное упущение.",1
"Torment: Tides of Numenera - это даже не глоток свежего воздуха, а бездонный баллон. Во вселенной “Нуменеры” практически каждый кубометр пространства, персонаж или сценарный прием пронизаны каким-то феноменальным безумием, удивительным образом логичным и продуманным в рамках местного мироустройства. Перед нами мастерски написанная интерактивная книга с захватывающим сюжетом, которую хочется перечитывать снова и снова. Если разработчики поправят многочисленные технические проблемы, то можете смело добавлять к итоговой оценке еще один балл - как на PC, так и на консолях.",2
"Dark Souls Remastered - это классика жанра в лучшем виде и настоящий Must Buy для всех фанатов серии. Все тот же шедевр, что и семь лет назад, только красивее и значительно удобнее благодаря стабильной работе обновленного движка на современных системах. Если вы не играли в эту культовую Action/RPG ранее, то сейчас настало самое правильное время для того, чтобы наконец-то ознакомиться. Ну или можно подождать версию для Nintendo Switch, чтобы поиграть не только дома.",2
"Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings – одна из самых слабых игр серии, которая не позволяет раскрыться персонажам и искусственно затягивает время. Здесь есть ряд интересных находок, но их явно недостаточно для приятного времяпрепровождения – уж слишком унылым и затянутым кажется игровой процесс. Остается только надеяться, что следующая трилогия про девочек-алхимиков учтет ошибки прошлого и предложит нечто большее, чем один город-хаб, вымученные диалоги и скудные локации. Впрочем, преданные фанаты серии с удовольствием выпьют и такой компот – главное, чтобы были милые девочки, волшебный алхимический котел и много очаровательных персонажей.",1
"Dying Light можно оценивать по-разному. Если брать плоский сюжет, отдельные кривые элементы, однотипные задания, отсутствие быстрых перемещений при постоянном бектрекинге, пиксель хантинг, ужасный стелс, желание быть как Far Cry и прочие негативные моменты, то это явно тот проект, который стоит пропустить. Но что-то есть в этих быстрых пробежках по ночному городу и выполнении однотипных заданий. Что-то, что просто не дает поставить этой игре шесть или даже пять баллов. В движении по миру, полному опасных зомби, тайн и замков есть какая-то магия, которая не отпускает до последней выполненной миссии или неисследованного дома на просторах этой очень странной игры.",1
"The Surge 2 выглядит как хорошая работа над ошибками. Здесь появился вменяемый сюжет и играть стало куда приятнее и интереснее. Переработанная система прокачки, возможность пополнять запас аптечек прямо во время сражения и десяток уникальных вооружений дают вам множество вариантов для поиска боевого стиля и самореализации. Но длинные загрузки, отсутствие нормальной карты и скачки сложности с принуждением к гринду разочаровывают. Впрочем, даже так игра стоит того, чтобы пройти ее один раз - особенно, если вам нравятся проекты в стиле Dark Souls.",1
"Нельзя не отметить схожесть проекта с Diablo 3. Marvel Heroes 2015 очень похож на знаменитую игру Blizzard, в которую добавили несколько интересных идей и культовых супергероев. Хотя детище Gazillion нельзя назвать безупречным, игра точно должна прийтись по вкусу поклонникам жанра, а также ценителям оригинальных комиксов.",1
"Until Dawn: Rush of Blood, даже не считая проблем с определением в пространстве шлема и контроллеров, - неприлично короткая и исключительно одноразовая игра, которую вы вряд ли будете проходить повторно. И хотя VR-технология со всеми уклонениями от лезвий и лавы действительно впечатляет, графические огрехи слишком заметны, чтобы получать от проекта должное количество удовольствия. Поэтому мы рекомендуем вам покупать данную игру только на распродаже или одолжить у друга в качестве предмета ознакомления и то после появления патча, исправляющего ошибки с управлением.",1
"The Walking Dead: Episode 5 - No Time Left – это не то окончание серии, которое многие ждали. Отсутствие реального выбора, голливудские штампы и все те же проблемы консольных версий игры сложно компенсировать даже красивой историей дружбы между Ли и Клементиной. Остается надеется, что второй сезон после увеличения штата студии и бюджета проекта окажется куда более оригинальней и интересней.",1
"Amid Evil – это новое поколение ретро-шутеров с быстрым геймплеем, запоминающимся дизайном, отличным пиксельным насилием и хорошо продуманным оружием. Отсылки к тем же Painkiller и Doom здесь выглядят как никогда органично. Единственное, что вызывает разочарование – это отсутствие мультиплеера, не всегда интересные эпизоды и иногда скучные боссы.",1
"Army of Two: The Devil’s Cartel – явно не лучшая игра Visceral Montreal, сделанная на скорую руку, без вдохновения и какой-либо идеи. Не верьте стильным изображениям, игра предложит вам совсем другую графику. Один из лучших кооперативных тактических боевиков к третьей части скатился в бездну игровой клоаки и только наличие простого и аркадного геймплея, легкие достижения и плечо верного товарища могут заставить сыграть в нее пару вечеров.",0
"Dead Space 2 – это потрясающее одиночное линейное хоррор-приключение, построенное по принципу диснеевского аттракциона. Но даже проходя знакомые коридоры второй раз ты по-прежнему пугаешься от неожиданных звуков, выпрыгивающих из-за монорельсов некроморфов или внезапно разрушившегося защитного стекла. Ты переживаешь от того, что не можешь спасти людей и вновь испытываешь припадки паники от столкновения с очередным боссом. Единственное, о чем хочется предупредить – некоторые сцены в игре могут показаться вам слишком противными или жестокими, но без этого невозможно передать атмосферу борьбы человечества за свое место в глубоком космосе. Если вам ближе Кирби и Каимчик, возможно, вам вообще не стоит и близко подходить к этой игре.",2
"Дополнение Bloodborne: The Old Hunters получилось весьма обширным, затрагивающим многие аспекты игры. Очевидно, что разработчики местами «сметали пыль под ковер» и злоупотребляли самоповторами, но общее впечатление это испортить не должно. И хотя The Old Hunters взяли высоко поставленную планку с некоторыми скрипом – это прекрасное дополнение, во многом благодаря невероятно эпичным сражениям с боссами, отличной музыке, огромному количеству неосвоенного оружия, и открывшимся просторам для поиска новых секретов и обсуждения лора.",2
"Dirt Showdown – уникальный проект. Он не несет с собой ничего нового, останавливаясь и подбирая по дороге инвалидов в виде раликроссов, старичков Demolition Derby и пытаясь обернуть это вкусной оберткой Dirt. Шоколад в виде ивентов имени Кена Блока более-менее ничего, но вот аркадная начинка вкупе с царями горы и гонками на выживание невкусная и совсем уж устаревшая. Игра направлена лишь на убивание времени и если у вас есть что пройти – лучше не думайте о Dirt. Надеемся, что продажи всех версий по всему миру (110 000 экземпляров) убедят Codemasters вернуться к истокам серии или окончательно забыть про нее, вспомнив про так нуждающийся в сиквеле Race Driver G.R.I.D.",1
"Deus Ex: Mankind Divided способен порадовать великолепной историей, отлично реализованным стелсом и вариативностью подходов по прохождению миссий, но неровная графика, бесполезные по большей части боевые аугментации, плохо выполненный экшен-режим и призрачность выборов во время сюжетных поворотов вызывает легкое разочарование. С другой стороны, главный герой, сильная атмосфера и увлекательный на все сто процентов сюжет сглаживают эти недостатки.",2
"Game of Thrones: Episode 4 - Sons of Winter – это лучшее, что случалось с этой потрепанной критиками и разочарованными игроками историей. Если оставшиеся две главы сохранят все возрастающий темп и изменившуюся подачу, то мы будем просто счастливы, что у Telltale к концу первого сезона наконец-то получилось вытянуть себя за волосы из болота лени и лицензионного пофигизма.",2
"The Banner Saga просто обязана быть в коллекции всех любителей атмосферных интерактивных историй и пошаговых ролевых игр - с выходом на консоли это стало возможным. Stoic создали уникальный для современных домашних систем продукт, который словно сувенир из скандинавской ярмарочной лавки, сделан вручную. Возможно, это не самая технологически продвинутая игра, но, без сомнений, её создатели подошли к делу со всей душой.",2
"Darksiders Genesis получилась неоднозначной игрой. Сражаться и исследовать уровни сразу двумя героями – это то, что давно напрашивалось в серии, однако малое разнообразие врагов и однотипные простые загадки не дают раскрыться этой идее полностью. С другой стороны, возможность наконец-то поиграть за Раздора радует. Genesis для фанатов серии – это как небольшой перевалочный пункт перед новой частью, которая, будем надеяться, начнет двигать сюжет вперед. Любители кооперативных аркад могут накинуть к итоговой оценке еще один балл.",1
"Итак, если вы готовы мириться с некими ""странностями"" и запредельно жестоким неприятием игрой новичков, вас ждет долгожданное упоение одним из лучших мультиплеерных проектов не только прошлого поколения, но и всей истории видеоигр. Только если вы все-таки надумаете вступить в ряды добровольцев Коалиции, от души советую вам - оборудуйте помещение хорошей звукоизоляцией и на всякий случай обзаведитесь резиновой палочкой, на манер той, которую герой Ф. Бондарчука из экранизации ""Обитаемого острова» вставлял в зубы, когда у него случались припадки. Хотя обе проблемы в общем-то легко можно будет решить, купив в магазине для взрослых кляп - соседи не сочтут вас некультурным матерщинником, да и эмаль на зубах останется целее.",2
"Trine 4: The Nightmare Prince можно считать настоящей реабилитацией для Frozenbyte после неудачной третьей части. Интересные локации с уникальными задачами, отличная комбинация умений и прекрасная графика позволят вам провести несколько великолепных вечеров в обществе легкого юмора и полюбившихся героев. И новички серии тоже будут довольны.",2
"The Inpatient – это очень скучное VR-приключение с неровной графикой, затянутым сюжетом, странным управлением, слабой постановкой и кривым переводом, нарушающим логические связи игры. Если бы авторы сохранили удачные решения из первой трети истории с галлюцинациями, загадками и действительно страшными сценами, то у этого проекта было бы куда больше шансов на успех.",1
"К сожалению, этого явно недостаточно, чтобы сделать из Star Trek: The Video Game сенсацию уровня Batman или хотя бы Spiderman. Впрочем, в игру можно играть, даже несмотря на общую линейность, вторичность и тупость врагов, особенно, если вам хочется неспешного геймплея и легкого набора ачивментов и трофеев.",1
"Monster Boy and the Cursed Kingdom – это одно из самых красивых мультипликационных приключений этого года, сдобренное светлым юмором и дающее игроку гигантский простор и возможности для решения отлично проработанных загадок в волшебном мире. Если вы искали увлекательный гибрид из Rayman Legends и Zelda II, то теперь вы его нашли.",2
"Xenoblade Chronicles X - это игра с огромным потенциалом, которая предлагает открытый мир, населенный самыми невероятными созданиями, но ограничивает вас в желании исследовать это великолепие однообразными и тупыми миссиями, неприятными излишками боевой системы, абсурдной навигацией, слабым сюжетом и отсутствием столь важного баланса в игровой экосистеме. А это втройне печально на фоне первой части, при полном отсутствии новинок и низкой конкуренции в данном жанре. Однако, возможно, по этой причине вы и продолжите играть в Xenoblade Chronicles X до выхода долгожданной Persona 5.",1
"Titan Quest – это проект, о котором у многих сохранились теплые воспоминания, но к которому на консолях лучше не возвращаться. Если на ПК есть поддержка пользовательских модов и исправлений, накопленных за долгие годы, то приставочный порт лишен этих привилегий. Проблемную техчасть даже на PlayStation 4 Pro, неудобное управление и устаревший геймплей с неудачной системой выпадения лута не в силах вытянуть ни обновленная картинка, ни сложная и интересная система классов. И даже, чтобы оценить последнюю, придется потратить много времени в поисках правильного гида по прокачке, иначе придется начинать всё заново.",0
"Forza Horizon 3 - это настоящий мастхэв для всех любителей гонок, который по всем параметрам превосходит первые две игры в серии. Небывалое разнообразие локаций и автомобилей, отличное сочетание традиционных гонок и езды по бездорожью, грамотная работа с трассами, невероятная графика и мощная атмосфера - именно то, чего мы так долго ждали.",2
"Luigi's Mansion 3 - это отличное продолжение культовой игры с увлекательными загадками, интересными боссами и очень красивыми уровнями, которому не хватает более цельного взаимосвязанного мира. Тем не менее, оно во всем лучше второй части, поэтому если вам понравился Dark Moon или вы любите жанр приключений, то триквел можете покупать не задумываясь.",2
"Dragon of the North - это приятное DLC для всех поклонников Nioh, которое немного расширяет базовый контент и позволяет продлить удовольствие от проекта. С учетом сильной механики, единственным серьезным недостатком можно назвать лишь продолжительность. В остальном, если вам понравилась игра, то можете смело покупать дополнение.",1
"Final Fantasy VII Remake – это та самая игра, которую мы так давно ждали от Square Enix. Атмосферная, интересная и захватывающая все ваше внимание современная jRPG с интересной историей, роскошной постановкой и зрелищными битвами. Для достижения идеала проекту не хватает лишь более ровной графики и всего контента из оригинального релиза. Если вы ждали пошаговую классику в новой обертке, то скорее всего будете разочарованы, так как игру очень сильно изменили. Все остальные радуются выходу первого действительно мощного одиночного релиза от внутренней студии Square Enix за долгие годы. Особенно на фоне провальной Final Fantasy XV.",2
"Chivalry: Medieval Warfare обладает немалым потенциалом, который можно было бы реализовать на полную катушку при большем бюджете. На данный момент, игра уже нашла своих верных поклонников и, наверняка, найдет еще, особенно среди фанатов средневекового оружия. А вот те, кто относится к данной тематике без восторга и трепета, проведут на полях кровавых сражений не многим больше пары десятков матчей, после чего проект начнет довольно быстро приедаться.",1
"Alan Wake представитель редкого, на сегодня, жанра ""ужасов"", хоть и не лучший его представитель. Игра достойна внимания любителей жанра, в первую очередь, благодаря интересному сюжету и качественному повествованию. Если вы не любите триллеры и ужастики, то игра не представляет для Вас особой ценности.
Редактор: aka_opex",2
